business_id,business_type,locality,business_age_years,monthly_avg_revenue,monthly_expense_ratio,cash_flow_consistency_score,inventory_turnover_monthly,seasonal_dip_percent,utility_bill_delays_per_year,mobile_recharge_freq_monthly,num_employees,has_gst,loan_amount_requested,previous_loan_taken,previous_loan_defaulted,monthly_net_income,loan_to_income_ratio,defaulted
BIZ1508,Medical Store,Semi-Urban,3.2,27120,0.48,68.3,2.3,26.0,4,4,12,0,467626,1,0,14102,2.76,1
BIZ1509,Kirana Store,Urban,11.5,114847,0.74,43.1,4.4,40.4,1,2,2,1,82852,1,1,29860,0.23,0
BIZ1510,Stationery Shop,Semi-Urban,1.2,113575,0.75,32.3,5.9,25.3,8,5,7,1,456770,0,0,28393,1.34,1
BIZ1511,Medical Store,Urban,0.5,282439,0.79,96.2,2.3,52.3,11,2,13,0,168085,0,0,59312,0.24,0
BIZ1512,Kirana Store,Semi-Urban,2.0,35460,0.41,94.8,2.3,20.0,7,6,3,1,463580,1,0,20921,1.85,0
BIZ1513,Medical Store,Urban,3.8,29963,0.65,41.4,9.0,8.0,10,2,9,1,155320,0,0,10487,1.23,0
BIZ1514,Stationery Shop,Rural,7.9,42328,0.5,58.5,7.3,48.7,9,5,6,0,390168,1,0,21164,1.54,0
BIZ1515,Bakery,Urban,1.7,139034,0.55,88.2,6.9,40.4,9,5,8,0,465429,0,0,62565,0.62,0
BIZ1516,Tea Stall,Rural,4.2,36605,0.75,76.3,6.0,14.5,5,6,13,0,454710,1,0,9151,4.14,0
BIZ1517,Tea Stall,Rural,1.7,190885,0.49,57.6,11.7,32.2,6,7,13,0,25678,0,0,97351,0.02,0
BIZ1518,Tailor,Rural,3.8,192443,0.69,82.1,1.5,24.1,11,3,1,0,186424,1,0,59657,0.26,0
BIZ1519,Vegetable Vendor,Semi-Urban,8.6,123241,0.69,92.8,3.0,56.3,5,1,2,1,332941,1,0,38204,0.73,0
BIZ1520,Tailor,Urban,1.1,206848,0.83,94.8,8.1,36.4,4,4,6,0,165170,0,0,35164,0.39,0
BIZ1521,Dairy Shop,Rural,2.1,269289,0.75,56.5,2.5,9.5,3,4,3,1,164531,1,0,67322,0.2,0
BIZ1522,Kirana Store,Urban,20.0,182984,0.76,42.1,7.5,30.1,6,6,1,0,326038,1,1,43916,0.62,0
BIZ1523,Medical Store,Semi-Urban,8.1,184446,0.64,93.9,7.2,51.8,3,7,6,0,385346,1,0,66400,0.48,0
BIZ1524,Vegetable Vendor,Semi-Urban,3.3,218374,0.48,36.5,11.7,40.3,9,4,5,0,365907,0,0,113554,0.27,0
BIZ1525,Stationery Shop,Semi-Urban,2.9,77784,0.59,80.5,10.7,50.5,9,2,13,0,95442,1,0,31891,0.25,0
BIZ1526,Dairy Shop,Urban,1.3,36274,0.65,39.8,11.4,15.0,9,5,9,0,32898,0,0,12695,0.22,0
BIZ1527,Stationery Shop,Semi-Urban,2.9,144994,0.71,57.3,2.2,53.3,8,7,6,1,337496,0,0,42048,0.67,1
BIZ1528,Tea Stall,Rural,7.5,232220,0.67,58.8,10.5,45.3,4,5,5,1,334351,1,0,76632,0.36,0
BIZ1529,Tea Stall,Urban,4.6,207070,0.58,41.1,2.4,43.7,7,6,1,0,452100,0,0,86969,0.43,1
BIZ1530,Tailor,Rural,1.4,258768,0.52,94.6,8.0,20.8,11,5,1,1,359024,1,0,124208,0.24,0
BIZ1531,Kirana Store,Urban,0.9,183206,0.48,30.2,8.9,53.3,11,1,11,0,407762,1,0,95267,0.36,1
BIZ1532,Vegetable Vendor,Urban,1.2,158435,0.71,92.6,2.8,38.3,11,5,1,0,394538,1,0,45946,0.72,0
BIZ1533,Mobile Repair,Urban,0.7,84672,0.69,91.9,8.0,51.1,5,5,7,0,183438,0,0,26248,0.58,0
BIZ1534,Dairy Shop,Urban,0.5,61246,0.71,52.2,1.6,21.7,3,7,6,1,267588,1,0,17761,1.26,0
BIZ1535,Dairy Shop,Rural,2.2,104110,0.57,79.3,4.2,8.7,11,2,14,0,399526,1,0,44767,0.74,0
BIZ1536,Tailor,Urban,0.5,279954,0.52,47.7,11.1,19.9,2,3,5,0,166908,1,1,134377,0.1,0
BIZ1537,Tea Stall,Urban,0.8,205932,0.74,83.1,2.9,27.3,10,4,4,0,42442,1,0,53542,0.07,0
BIZ1538,Tailor,Urban,3.2,223271,0.75,69.3,1.7,32.0,5,2,11,1,343580,0,0,55817,0.51,0
BIZ1539,Medical Store,Semi-Urban,0.7,86688,0.61,51.0,5.9,30.6,0,2,14,1,271447,1,0,33808,0.67,0
BIZ1540,Vegetable Vendor,Semi-Urban,0.5,208435,0.68,58.0,10.4,32.8,1,2,13,1,153934,1,0,66699,0.19,0
BIZ1541,Kirana Store,Urban,1.5,288306,0.57,78.3,1.8,50.5,6,4,13,1,459136,1,0,123971,0.31,0
BIZ1542,Bakery,Urban,1.0,88535,0.72,93.4,4.9,10.2,3,6,11,0,146751,1,0,24789,0.49,0
BIZ1543,Electrical Shop,Rural,2.9,85864,0.78,39.2,10.9,19.0,4,2,8,1,37686,0,0,18890,0.17,0
BIZ1544,Electrical Shop,Urban,0.5,149693,0.71,70.0,2.3,53.3,10,3,11,1,68604,0,0,43410,0.13,0
BIZ1545,Tailor,Urban,5.6,133371,0.63,47.8,4.4,33.6,9,6,8,0,428572,1,0,49347,0.72,0
BIZ1546,Medical Store,Urban,9.5,104792,0.61,86.1,9.6,35.0,0,5,5,0,283409,1,0,40868,0.58,0
BIZ1547,Vegetable Vendor,Semi-Urban,5.4,190505,0.69,34.9,7.0,28.7,1,3,4,0,66163,0,0,59056,0.09,0
BIZ1548,Mobile Repair,Urban,3.0,272416,0.71,78.2,10.2,32.9,3,7,2,0,446009,1,0,79000,0.47,0
BIZ1549,Electrical Shop,Semi-Urban,7.9,81188,0.65,42.2,2.2,11.9,7,6,7,1,27491,1,0,28415,0.08,0
BIZ1550,Vegetable Vendor,Urban,4.7,201023,0.68,71.7,11.1,32.8,9,5,5,0,373886,0,0,64327,0.48,0
BIZ1551,Kirana Store,Rural,0.5,253188,0.44,88.5,11.3,59.8,3,5,3,0,84382,1,0,141785,0.05,0
BIZ1552,Stationery Shop,Urban,2.0,51558,0.83,82.9,2.7,34.0,2,2,9,1,366608,0,0,8764,3.49,1
BIZ1553,Medical Store,Semi-Urban,7.6,143938,0.76,82.7,1.4,2.7,2,2,9,0,326916,1,0,34545,0.79,0
BIZ1554,Tea Stall,Urban,1.7,161731,0.57,66.2,11.9,47.8,11,4,11,0,102096,1,0,69544,0.12,0
BIZ1555,Vegetable Vendor,Urban,0.5,287579,0.65,92.4,6.3,23.8,4,1,11,1,32011,0,0,100652,0.03,0
BIZ1556,Kirana Store,Semi-Urban,5.5,265272,0.42,71.2,7.3,9.2,2,3,10,0,462734,1,0,153857,0.25,0
BIZ1557,Mobile Repair,Urban,6.5,43067,0.42,94.2,7.8,51.8,7,4,14,1,446849,1,0,24978,1.49,0
BIZ1558,Bakery,Rural,0.7,102794,0.51,68.3,9.7,11.9,4,4,11,0,160934,0,0,50369,0.27,0
BIZ1559,Tea Stall,Rural,3.1,16379,0.71,65.4,9.9,55.2,11,3,8,0,325262,1,1,4749,5.71,1
BIZ1560,Bakery,Rural,0.9,123541,0.78,45.6,3.1,26.5,11,6,1,0,280178,1,0,27179,0.86,1
BIZ1561,Mobile Repair,Urban,5.1,234499,0.65,68.1,3.6,44.6,6,7,12,0,350993,1,1,82074,0.36,1
BIZ1562,Kirana Store,Semi-Urban,1.3,129634,0.64,39.8,10.6,32.8,10,3,3,1,496434,0,0,46668,0.89,1
BIZ1563,Electrical Shop,Urban,1.5,268579,0.58,90.9,10.0,15.4,7,5,2,1,201375,0,0,112803,0.15,0
BIZ1564,Bakery,Rural,7.5,118915,0.47,77.3,7.8,40.3,4,7,4,1,429919,0,0,63024,0.57,0
BIZ1565,Tea Stall,Semi-Urban,2.6,225494,0.45,99.6,11.9,57.5,7,1,2,0,148793,1,0,124021,0.1,0
BIZ1566,Tailor,Rural,4.4,231915,0.74,36.4,9.1,46.2,11,6,12,1,395059,1,0,60297,0.55,1
BIZ1567,Dairy Shop,Urban,2.1,144560,0.82,46.8,3.4,36.2,2,2,11,1,40096,1,0,26020,0.13,0
BIZ1568,Vegetable Vendor,Semi-Urban,1.4,170915,0.61,91.4,10.3,59.4,11,1,8,0,347191,1,0,66656,0.43,0
BIZ1569,Electrical Shop,Urban,3.9,151984,0.7,57.7,5.6,15.9,6,1,1,1,235714,1,0,45595,0.43,0
BIZ1570,Bakery,Semi-Urban,0.7,167586,0.81,62.6,1.4,3.7,7,2,4,0,353035,1,0,31841,0.92,0
BIZ1571,Stationery Shop,Urban,1.9,233431,0.44,90.2,4.5,1.9,6,1,5,0,143160,0,0,130721,0.09,0
BIZ1572,Vegetable Vendor,Semi-Urban,0.9,203104,0.75,66.5,9.4,42.6,1,6,14,1,33432,0,0,50776,0.05,0
BIZ1573,Tailor,Semi-Urban,4.8,152521,0.68,43.5,11.6,49.8,7,6,10,1,433916,0,0,48806,0.74,0
BIZ1574,Mobile Repair,Semi-Urban,11.5,147797,0.67,92.4,4.0,38.1,5,6,4,0,149790,0,0,48773,0.26,0
BIZ1575,Dairy Shop,Urban,20.0,24304,0.53,32.2,3.7,54.3,9,4,8,0,344006,1,0,11422,2.51,1
BIZ1576,Kirana Store,Semi-Urban,2.4,140555,0.71,92.7,7.2,41.9,2,4,2,1,443412,0,0,40760,0.91,0
BIZ1577,Tailor,Urban,1.2,109488,0.76,33.5,9.9,22.3,3,6,9,1,122186,0,0,26277,0.39,0
BIZ1578,Tailor,Urban,2.3,273490,0.45,76.6,9.2,10.9,6,2,2,0,333762,0,0,150419,0.18,0
BIZ1579,Mobile Repair,Urban,7.5,158748,0.64,35.0,7.2,55.5,2,2,2,0,107774,0,0,57149,0.16,1
BIZ1580,Medical Store,Urban,0.9,276602,0.45,79.4,7.9,6.2,0,3,13,0,397383,0,0,152131,0.22,0
BIZ1581,Mobile Repair,Urban,12.2,153518,0.79,32.4,3.7,32.6,5,3,2,1,285624,0,0,32238,0.74,0
BIZ1582,Medical Store,Semi-Urban,1.7,231669,0.63,89.0,5.8,18.8,2,6,12,0,84658,0,0,85717,0.08,0
BIZ1583,Medical Store,Urban,17.0,103207,0.76,62.6,3.8,16.3,10,7,10,0,118312,0,0,24769,0.4,0
BIZ1584,Electrical Shop,Urban,7.3,203704,0.57,36.5,10.7,38.8,9,1,8,0,408195,1,0,87592,0.39,0
BIZ1585,Electrical Shop,Rural,6.6,213017,0.46,79.5,2.2,13.9,5,1,3,1,153081,0,0,115029,0.11,0
BIZ1586,Tea Stall,Urban,1.5,88741,0.42,64.3,8.5,55.0,9,2,10,1,424920,1,0,51469,0.69,1
BIZ1587,Bakery,Semi-Urban,0.5,31365,0.53,43.4,3.9,24.4,11,7,11,1,372688,1,0,14741,2.11,0
BIZ1588,Bakery,Semi-Urban,1.9,210929,0.51,31.1,6.2,40.6,2,1,14,0,171451,1,1,103355,0.14,1
BIZ1589,Kirana Store,Rural,1.4,262481,0.65,59.3,4.3,43.7,5,5,10,0,79598,1,0,91868,0.07,0
BIZ1590,Bakery,Semi-Urban,0.5,161776,0.41,36.0,4.6,41.0,10,4,14,1,329164,0,0,95447,0.29,1
BIZ1591,Electrical Shop,Semi-Urban,2.8,175974,0.63,36.6,3.9,54.2,3,1,8,1,33573,0,0,65110,0.04,1
BIZ1592,Tea Stall,Rural,2.1,247366,0.58,48.7,9.3,13.9,3,1,7,1,440631,1,0,103893,0.35,0
BIZ1593,Tea Stall,Urban,4.0,265319,0.66,74.1,5.0,5.2,9,3,10,1,353812,1,1,90208,0.33,0
BIZ1594,Medical Store,Rural,3.9,49012,0.72,67.1,9.0,3.3,9,5,4,1,338772,1,0,13723,2.06,0
BIZ1595,Mobile Repair,Urban,0.5,157487,0.69,34.8,6.0,52.7,10,1,7,1,77287,1,0,48820,0.13,1
BIZ1596,Kirana Store,Rural,15.1,36686,0.84,97.8,7.0,58.4,1,4,11,1,400982,0,0,5869,5.69,0
BIZ1597,Medical Store,Urban,0.8,223270,0.46,92.1,7.0,18.2,3,1,8,1,288088,1,0,120565,0.2,0
BIZ1598,Mobile Repair,Semi-Urban,2.4,174815,0.59,48.1,11.7,41.6,10,2,6,0,424056,1,0,71674,0.49,1
BIZ1599,Bakery,Urban,2.7,47161,0.59,38.6,5.0,0.5,11,5,6,0,471330,1,1,19336,2.03,0
BIZ1600,Medical Store,Semi-Urban,6.7,262066,0.59,96.0,3.3,11.3,3,1,3,1,326586,0,0,107447,0.25,0
BIZ1601,Vegetable Vendor,Urban,0.5,254689,0.7,62.3,11.0,41.4,10,7,5,0,283153,1,0,76406,0.31,0
BIZ1602,Bakery,Rural,2.2,279546,0.62,51.8,2.9,4.0,6,5,10,1,199561,0,0,106227,0.16,0
BIZ1603,Mobile Repair,Rural,4.0,78190,0.63,64.3,10.2,28.1,4,1,2,0,201333,1,0,28930,0.58,0
BIZ1604,Kirana Store,Urban,1.0,261256,0.59,84.1,2.7,39.8,7,4,12,0,331422,1,0,107114,0.26,0
BIZ1605,Mobile Repair,Rural,3.9,290419,0.85,41.8,8.2,46.0,6,4,5,0,320746,1,0,43562,0.61,1
BIZ1606,Medical Store,Semi-Urban,10.3,174254,0.82,83.7,2.7,27.2,9,5,5,0,307278,1,0,31365,0.82,0
BIZ1607,Medical Store,Semi-Urban,20.0,29915,0.54,82.5,11.2,37.8,8,6,7,0,356864,0,0,13760,2.16,0
BIZ1608,Tailor,Urban,0.5,278053,0.45,67.8,7.2,32.4,7,3,4,0,359858,0,0,152929,0.2,0
BIZ1609,Kirana Store,Urban,1.1,80908,0.78,90.6,4.6,3.1,8,3,14,1,488920,0,0,17799,2.29,0
BIZ1610,Stationery Shop,Urban,1.5,142337,0.85,39.3,2.5,44.6,0,2,11,0,188726,1,0,21350,0.74,1
BIZ1611,Bakery,Urban,2.0,299764,0.53,71.7,5.1,10.3,9,6,6,0,226599,1,0,140889,0.13,0
BIZ1612,Tea Stall,Rural,1.1,49112,0.56,61.5,8.8,1.9,11,3,9,0,295290,1,0,21609,1.14,0
BIZ1613,Kirana Store,Urban,0.9,220123,0.82,59.6,5.2,27.1,2,5,4,1,137188,1,0,39622,0.29,0
BIZ1614,Tea Stall,Rural,12.4,17431,0.72,47.7,3.7,51.9,4,3,11,1,489042,1,1,4880,8.35,1
BIZ1615,Kirana Store,Urban,10.0,101590,0.53,56.1,7.4,9.0,8,2,14,1,213622,1,0,47747,0.37,0
BIZ1616,Kirana Store,Semi-Urban,0.5,132472,0.66,37.6,5.6,0.8,7,1,6,0,246157,1,0,45040,0.46,0
BIZ1617,Mobile Repair,Semi-Urban,1.7,222193,0.82,47.6,2.8,6.6,9,3,13,0,405366,0,0,39994,0.84,0
BIZ1618,Kirana Store,Rural,2.1,76264,0.77,49.0,2.7,21.8,6,5,12,1,498596,1,0,17540,2.37,0
BIZ1619,Tailor,Urban,1.1,178030,0.73,80.4,8.8,34.8,1,5,9,1,403884,0,0,48068,0.7,0
BIZ1620,Stationery Shop,Urban,4.0,134502,0.73,33.4,11.7,11.6,10,2,10,0,250490,1,1,36315,0.57,0
BIZ1621,Medical Store,Urban,4.1,245395,0.48,75.6,3.6,48.1,5,7,12,0,393599,1,0,127605,0.26,0
BIZ1622,Dairy Shop,Urban,7.6,147475,0.77,45.5,9.5,45.2,3,2,1,0,221636,0,0,33919,0.54,0
BIZ1623,Tea Stall,Urban,5.4,220463,0.52,35.7,2.0,41.8,4,7,8,0,213603,0,0,105822,0.17,1
BIZ1624,Medical Store,Urban,3.1,184708,0.82,51.1,5.2,29.2,4,4,1,1,108780,0,0,33247,0.27,0
BIZ1625,Dairy Shop,Urban,4.2,287983,0.56,45.7,6.6,21.9,3,4,4,0,164006,0,0,126712,0.11,0
BIZ1626,Stationery Shop,Semi-Urban,1.3,250706,0.79,68.6,4.0,22.5,3,4,3,0,382525,1,0,52648,0.61,0
BIZ1627,Stationery Shop,Urban,3.6,193901,0.52,55.0,6.8,30.2,3,7,4,0,256948,0,0,93072,0.23,0
BIZ1628,Tea Stall,Urban,2.7,155302,0.63,97.6,10.7,4.6,10,1,14,1,204121,0,0,57461,0.3,0
BIZ1629,Tea Stall,Urban,0.6,66977,0.45,97.4,11.4,40.9,1,5,7,1,393499,1,0,36837,0.89,0
BIZ1630,Stationery Shop,Semi-Urban,1.1,240864,0.7,61.1,2.1,21.1,0,4,13,1,473496,1,0,72259,0.55,0
BIZ1631,Dairy Shop,Rural,1.4,40651,0.78,85.7,4.0,13.5,11,5,14,0,120597,0,0,8943,1.12,0
BIZ1632,Kirana Store,Semi-Urban,10.3,112919,0.72,30.9,11.8,16.7,1,2,9,1,471620,1,0,31617,1.24,0
BIZ1633,Bakery,Semi-Urban,1.0,201944,0.64,68.3,4.0,10.8,6,1,9,0,27127,1,0,72699,0.03,0
BIZ1634,Vegetable Vendor,Urban,1.4,132776,0.42,82.0,8.6,54.1,11,2,10,0,231691,0,0,77010,0.25,0
BIZ1635,Medical Store,Semi-Urban,1.8,159811,0.82,45.2,3.8,10.1,0,5,1,0,218808,1,0,28765,0.63,0
BIZ1636,Mobile Repair,Urban,4.4,145697,0.72,34.3,4.9,53.0,5,6,10,0,175163,1,0,40795,0.36,1
BIZ1637,Medical Store,Urban,0.5,194428,0.74,40.9,3.1,34.3,3,7,1,0,428149,0,0,50551,0.71,1
BIZ1638,Mobile Repair,Semi-Urban,12.3,16789,0.76,60.9,10.4,52.0,1,6,9,1,412697,1,0,4029,8.54,1
BIZ1639,Dairy Shop,Rural,8.0,251974,0.74,65.4,10.7,28.4,2,4,4,0,303021,1,0,65513,0.39,0
BIZ1640,Mobile Repair,Urban,3.4,276413,0.6,56.7,4.3,55.7,6,6,12,0,452797,1,1,110565,0.34,1
BIZ1641,Tea Stall,Semi-Urban,4.5,183678,0.73,60.8,10.1,12.7,5,2,13,0,299663,1,0,49593,0.5,0
BIZ1642,Bakery,Semi-Urban,0.5,59135,0.68,62.9,4.9,33.3,5,7,14,0,491568,1,0,18923,2.16,1
BIZ1643,Bakery,Urban,1.7,52067,0.78,83.9,2.1,7.6,7,6,3,0,33351,1,0,11454,0.24,0
BIZ1644,Tea Stall,Urban,6.4,294501,0.76,37.4,9.3,26.8,7,3,13,0,410367,1,1,70680,0.48,0
BIZ1645,Tailor,Urban,0.5,185923,0.42,83.8,7.6,34.2,5,1,9,0,433864,1,0,107835,0.34,0
BIZ1646,Dairy Shop,Urban,1.3,222925,0.57,78.2,4.0,36.3,0,5,5,0,344692,0,0,95857,0.3,0
BIZ1647,Tailor,Urban,3.5,178944,0.42,81.9,3.8,21.9,9,7,12,0,134538,0,0,103787,0.11,0
BIZ1648,Tailor,Urban,1.2,84103,0.45,81.4,11.7,4.6,6,4,6,0,380141,0,0,46256,0.68,0
BIZ1649,Medical Store,Urban,10.9,101310,0.67,62.9,10.5,39.3,7,2,1,0,218895,0,0,33432,0.55,0
BIZ1650,Stationery Shop,Semi-Urban,0.6,52412,0.79,44.8,9.9,29.3,4,1,1,0,412741,1,1,11006,3.13,1
BIZ1651,Medical Store,Semi-Urban,6.4,216002,0.45,67.6,2.4,8.2,10,4,13,0,266509,1,0,118801,0.19,0
BIZ1652,Stationery Shop,Rural,2.8,37228,0.6,97.1,9.3,56.2,3,2,14,1,462696,1,0,14891,2.59,0
BIZ1653,Vegetable Vendor,Urban,5.6,135627,0.81,71.2,3.4,57.3,6,6,7,0,457233,1,0,25769,1.48,1
BIZ1654,Mobile Repair,Semi-Urban,1.5,26319,0.77,30.8,11.8,51.4,11,7,10,0,499193,1,0,6053,6.87,1
BIZ1655,Stationery Shop,Rural,2.9,21475,0.63,34.2,1.6,50.6,11,5,8,1,64253,1,0,7945,0.67,1
BIZ1656,Tea Stall,Semi-Urban,7.8,243163,0.75,99.5,4.9,5.9,10,7,11,1,492929,1,1,60790,0.68,0
BIZ1657,Medical Store,Urban,2.5,160800,0.64,35.0,5.7,59.6,5,3,8,1,256181,0,0,57888,0.37,1
BIZ1658,Dairy Shop,Semi-Urban,1.8,256382,0.47,33.2,10.1,24.0,11,3,14,1,111967,0,0,135882,0.07,0
BIZ1659,Mobile Repair,Urban,3.1,244484,0.46,54.7,9.4,9.8,5,7,13,0,177996,1,0,132021,0.11,0
BIZ1660,Vegetable Vendor,Urban,5.1,207828,0.48,97.9,5.1,48.7,2,6,7,0,59864,0,0,108070,0.05,0
BIZ1661,Stationery Shop,Semi-Urban,2.3,214847,0.56,52.3,7.2,13.5,10,5,13,1,299637,1,0,94532,0.26,0
BIZ1662,Vegetable Vendor,Semi-Urban,11.2,290890,0.82,58.7,10.2,31.6,9,1,11,1,30337,0,0,52360,0.05,0
BIZ1663,Dairy Shop,Urban,1.4,168817,0.76,74.4,1.2,7.7,3,5,9,1,88281,0,0,40516,0.18,0
BIZ1664,Tailor,Rural,2.6,278389,0.59,31.7,9.8,28.5,4,6,1,1,41035,0,0,114139,0.03,0
BIZ1665,Bakery,Semi-Urban,5.7,132408,0.62,92.8,11.4,33.5,8,2,2,0,375998,1,0,50315,0.62,0
BIZ1666,Dairy Shop,Urban,4.7,127143,0.52,66.4,1.4,26.8,7,7,13,0,263913,1,1,61028,0.36,0
BIZ1667,Electrical Shop,Rural,8.0,290000,0.72,62.7,1.5,4.2,2,7,3,1,262798,1,0,81200,0.27,0
BIZ1668,Dairy Shop,Urban,20.0,202965,0.76,90.3,4.8,29.1,5,7,13,1,225390,0,0,48711,0.39,0
BIZ1669,Vegetable Vendor,Rural,2.2,247298,0.51,96.7,2.0,28.1,9,7,12,1,235406,1,0,121176,0.16,0
BIZ1670,Tea Stall,Semi-Urban,0.5,83049,0.42,59.6,6.3,15.7,0,1,13,1,307028,1,0,48168,0.53,0
BIZ1671,Medical Store,Urban,0.5,243953,0.68,42.1,9.0,55.3,2,3,5,0,34074,1,0,78064,0.04,1
BIZ1672,Tea Stall,Semi-Urban,5.2,225503,0.65,87.1,7.2,25.1,9,6,4,0,380029,0,0,78926,0.4,0
BIZ1673,Vegetable Vendor,Semi-Urban,8.3,185821,0.58,58.2,3.2,51.8,11,2,4,1,51907,0,0,78044,0.06,0
BIZ1674,Medical Store,Semi-Urban,1.0,219829,0.69,95.5,8.2,6.6,6,6,8,0,243597,0,0,68146,0.3,0
BIZ1675,Electrical Shop,Rural,0.7,217646,0.65,96.5,8.5,19.1,6,4,8,0,391867,1,0,76176,0.43,0
BIZ1676,Bakery,Semi-Urban,0.5,73601,0.51,38.0,11.3,10.6,1,4,11,0,33624,0,0,36064,0.08,0
BIZ1677,Mobile Repair,Semi-Urban,6.9,161154,0.58,97.0,2.6,24.5,2,4,7,0,280160,0,0,67684,0.34,0
BIZ1678,Vegetable Vendor,Rural,1.5,160720,0.59,55.8,8.6,6.7,6,3,1,0,491641,0,0,65895,0.62,0
BIZ1679,Stationery Shop,Semi-Urban,2.1,277508,0.8,75.2,11.0,26.5,11,5,10,1,445472,1,0,55501,0.67,0
BIZ1680,Vegetable Vendor,Urban,2.8,180640,0.83,32.4,6.5,21.2,5,1,4,0,166527,1,1,30708,0.45,1
BIZ1681,Vegetable Vendor,Rural,7.3,220704,0.8,92.2,5.0,13.4,6,7,1,0,268808,1,1,44140,0.51,0
BIZ1682,Medical Store,Urban,4.2,284580,0.72,74.9,2.9,38.5,9,3,11,1,167266,1,0,79682,0.17,0
BIZ1683,Kirana Store,Semi-Urban,3.8,39544,0.66,75.0,10.5,57.1,8,2,14,0,308766,0,0,13444,1.91,1
BIZ1684,Dairy Shop,Rural,0.8,78295,0.71,93.2,5.3,12.4,7,2,5,1,469185,0,0,22705,1.72,0
BIZ1685,Kirana Store,Semi-Urban,2.9,211787,0.82,65.6,11.2,42.7,5,4,3,0,98106,0,0,38121,0.21,0
BIZ1686,Electrical Shop,Semi-Urban,5.0,84409,0.51,58.7,10.3,44.5,11,1,3,1,46487,0,0,41360,0.09,0
BIZ1687,Stationery Shop,Semi-Urban,14.5,264720,0.64,90.6,5.1,29.9,3,4,4,0,25617,1,0,95299,0.02,0
BIZ1688,Bakery,Urban,0.9,141839,0.71,82.0,7.3,53.9,9,2,2,0,135988,1,0,41133,0.28,0
BIZ1689,Tailor,Rural,0.5,294301,0.71,96.4,1.3,58.0,8,2,7,1,412529,1,0,85347,0.4,0
BIZ1690,Electrical Shop,Urban,0.5,191637,0.51,95.8,3.9,21.7,6,7,12,1,131813,0,0,93902,0.12,0
BIZ1691,Tailor,Urban,1.9,216068,0.66,56.8,8.8,39.1,4,5,13,0,138021,0,0,73463,0.16,0
BIZ1692,Tailor,Urban,6.9,80888,0.76,61.3,8.5,39.7,1,7,4,1,162357,0,0,19413,0.7,0
BIZ1693,Bakery,Semi-Urban,0.5,202167,0.61,47.9,4.9,24.2,8,5,5,0,58224,1,0,78845,0.06,0
BIZ1694,Tea Stall,Semi-Urban,2.4,19507,0.76,76.2,9.9,19.0,6,7,12,1,484252,0,0,4681,8.62,1
BIZ1695,Kirana Store,Rural,1.6,58988,0.56,55.5,3.6,56.0,8,5,14,0,475442,0,0,25954,1.53,1
BIZ1696,Vegetable Vendor,Urban,0.5,162937,0.82,85.0,6.1,47.4,10,4,2,0,53994,1,0,29328,0.15,0
BIZ1697,Mobile Repair,Urban,2.4,42213,0.64,38.5,6.2,6.9,8,6,6,0,349583,1,1,15196,1.92,0
BIZ1698,Tailor,Urban,1.2,72450,0.67,38.1,4.7,7.2,9,1,9,0,469683,0,0,23908,1.64,0
BIZ1699,Stationery Shop,Urban,1.7,77222,0.41,44.3,11.5,55.4,4,5,8,0,127178,0,0,45560,0.23,1
BIZ1700,Electrical Shop,Semi-Urban,4.9,169468,0.48,35.9,8.7,4.9,6,3,8,0,310158,0,0,88123,0.29,0
BIZ1701,Tea Stall,Urban,2.9,27755,0.68,73.4,6.9,41.3,4,5,2,0,357653,1,0,8881,3.36,1
BIZ1702,Tailor,Urban,0.5,146937,0.59,40.3,6.6,13.6,2,4,4,0,95310,0,0,60244,0.13,0
BIZ1703,Tea Stall,Urban,13.0,157245,0.63,41.2,2.8,2.1,9,1,8,0,237127,1,0,58180,0.34,0
BIZ1704,Tea Stall,Urban,4.0,204977,0.43,31.0,5.1,3.6,7,5,11,1,483470,1,0,116836,0.34,0
BIZ1705,Tailor,Urban,5.8,184169,0.78,84.7,8.4,22.4,7,7,1,0,465333,0,0,40517,0.96,0
BIZ1706,Medical Store,Urban,0.5,250132,0.75,86.9,11.2,4.7,8,1,8,1,271763,0,0,62533,0.36,0
BIZ1707,Dairy Shop,Semi-Urban,0.5,150090,0.48,41.3,10.0,35.8,10,3,3,1,479810,0,0,78046,0.51,1
BIZ1708,Stationery Shop,Rural,0.5,282336,0.69,81.8,4.3,38.8,11,2,8,1,242188,0,0,87524,0.23,0
BIZ1709,Vegetable Vendor,Semi-Urban,0.8,279159,0.77,60.3,5.8,22.4,5,7,6,1,375779,0,0,64206,0.49,0
BIZ1710,Vegetable Vendor,Rural,2.1,214988,0.69,46.8,1.9,44.6,1,1,7,0,337362,1,1,66646,0.42,1
BIZ1711,Stationery Shop,Urban,11.0,43343,0.54,73.5,2.1,29.4,2,6,2,0,286312,1,0,19937,1.2,0
BIZ1712,Medical Store,Semi-Urban,2.4,20829,0.7,42.5,6.2,25.8,10,5,1,0,333534,0,0,6248,4.45,1
BIZ1713,Vegetable Vendor,Rural,1.4,49381,0.49,83.0,6.8,24.4,11,7,6,0,455700,1,0,25184,1.51,0
BIZ1714,Tea Stall,Urban,3.3,227153,0.54,33.3,3.9,25.9,9,4,12,1,329732,0,0,104490,0.26,0
BIZ1715,Bakery,Rural,0.5,295407,0.51,97.1,8.1,58.1,10,6,3,0,401535,1,1,144749,0.23,1
